file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_p2b_vero76.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
temp_vcf4_p2b_vero76.vcf	M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_p2b_vero76.vcf	N	0	0	0	0	959.166666666664	297.833333333333	0	0	0	0	*	*	*
temp_vcf4_p2b_vero76.vcf	ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_p2b_vero76.vcf	ORF1a	0.771941050649713	0.48606785600559	0.414472152709604	0.271039160039154	10147.2789383307	3067.7210616693	7.60736996924125e-05	0.000158445910248795	4.08456449486139e-05	8.83519572316227e-05	0.066163449186937	0.0550983570247405	0.0971457072410871
temp_vcf4_p2b_vero76.vcf	ORF1b	0.506950899893782	0.0252326800745882	0.326843625805086	0.0127713920817369	5997.59878394666	1784.40121605336	8.45256440378607e-05	1.41406987663887e-05	5.44957469779281e-05	7.15724242218572e-06	0.1062636934847	0.12652547504286	0.025216567252063
temp_vcf4_p2b_vero76.vcf	ORF3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
temp_vcf4_p2b_vero76.vcf	ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_p2b_vero76.vcf	ORF7a	0.0304662300591302	0.0280976577768424	0.0152426795026073	0.0144404332129964	274.333333333333	88.6666666666667	0.000111055516618944	0.000316890877182433	5.55626227312538e-05	0.000162862028718004	0.029258434614793	0.0304414406123774	0.0280754286172087
temp_vcf4_p2b_vero76.vcf	ORF8	0	0	0	0	280.5	82.5	0	0	0	0	*	*	*
temp_vcf4_p2b_vero76.vcf	S	0.0222198213771247	0.0343118758332704	0.0112179487179487	0.01743264659271	2926.66666666666	892.333333333337	7.59219409241167e-06	3.84518593574191e-05	3.83301209041529e-06	1.95360253186887e-05	0.0282208557699938	0.0221842126890204	0.0342574988509672
