file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_p1_veroSTAT1KO.vcf	E	0	0.0203370167688107	0	0.0102651839178785	164.166666666667	60.8333333333334	0	0.000334307124966751	0	0.000168742749334989	0.0203196198340214	*	0.0203196198340214
temp_vcf4_p1_veroSTAT1KO.vcf	M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_p1_veroSTAT1KO.vcf	N	0	0	0	0	959.166666666664	297.833333333333	0	0	0	0	*	*	*
temp_vcf4_p1_veroSTAT1KO.vcf	ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_p1_veroSTAT1KO.vcf	ORF1a	0.322368622243231	0.50217783472572	0.164926491019164	0.388652053888004	10147.338242993	3067.661757007	3.17687865057454e-05	0.00016370052323359	1.62531776382885e-05	0.000126693255213116	0.0748858548827575	0.0357383930823865	0.251049432984427
temp_vcf4_p1_veroSTAT1KO.vcf	ORF1b	0.0897377288068182	0.115063010202866	0.0462108490193698	0.0600383101177551	5997.52332500302	1784.476674997	1.49624643280188e-05	6.44799743336848e-05	7.70498862867641e-06	3.36447715786791e-05	0.0511658347061471	0.0448607600878049	0.0574709093244893
temp_vcf4_p1_veroSTAT1KO.vcf	ORF3a	0.119324656275228	0	0.0624300092904504	0	628.357656216992	196.642343783008	0.000189899263730816	0	9.93542589523112e-05	0	0.0596262322900194	0.0596262322900194	*
temp_vcf4_p1_veroSTAT1KO.vcf	ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_p1_veroSTAT1KO.vcf	ORF7a	0.0212606179562081	0.0444126578694844	0.0105797714769361	0.0230639018197207	274.333333333333	88.6666666666667	7.74992149071985e-05	0.000500894637625764	3.85653881297792e-05	0.000260119193455497	0.0328297255427669	0.0212560497099779	0.0444034013755559
temp_vcf4_p1_veroSTAT1KO.vcf	ORF8	0	0	0	0	280.5	82.5	0	0	0	0	*	*	*
temp_vcf4_p1_veroSTAT1KO.vcf	S	0.0737411458528711	0.0747420460015731	0.0373154373749342	0.0380952380952381	2926.67246968791	892.327530312088	2.51962413343556e-05	8.37607755701903e-05	1.27501241636764e-05	4.26919901058241e-05	0.0296542541854625	0.0245512163929018	0.0373088108743036
