file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_primary_NP_swab.vcf	E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
temp_vcf4_primary_NP_swab.vcf	M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_primary_NP_swab.vcf	N	0	0.0402153967518993	0	0.0204678362573099	959.166666666664	297.833333333333	0	0.000135026513996304	0	6.87224496608056e-05	0.0400978078725078	*	0.0400978078725078
temp_vcf4_primary_NP_swab.vcf	ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_primary_NP_swab.vcf	ORF1a	0.664601732925103	0.321146953405018	0.355842897973146	0.2	10147.2637469753	3067.73625302469	6.54956596671892e-05	0.000104685320678522	3.50678672444298e-05	6.51946528332762e-05	0.108919976106425	0.0825349731197281	0.32
temp_vcf4_primary_NP_swab.vcf	ORF1b	0.406450158134038	0.117363496282226	0.158008658008658	0.0603370684458684	5997.31286308956	1784.50531872864	6.77720451496759e-05	6.57680843259357e-05	2.63465758108305e-05	3.38116495437823e-05	0.104117762205138	0.13452084231305	0.0585131420432693
temp_vcf4_primary_NP_swab.vcf	ORF3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
temp_vcf4_primary_NP_swab.vcf	ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_primary_NP_swab.vcf	ORF7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
temp_vcf4_primary_NP_swab.vcf	ORF8	0	0	0	0	280.5	82.5	0	0	0	0	*	*	*
temp_vcf4_primary_NP_swab.vcf	S	0	0	0	0	2926.66666666666	892.333333333337	0	0	0	0	*	*	*
